renovation,area,city,floor,rooms,house_floors,house_wall_type,build_year,price
Евроремонт,42.7,Казань,3,2,5,Кирпичный,1965,5699980.300000001
Евроремонт,42.5,Казань,4,2,5,Панельный,1969,5699972.5
Евроремонт,47.7,Казань,5,2,5,Кирпичный,1969,5599980.0
Евроремонт,45.0,Казань,2,2,5,Панельный,1970,6099975.0
Евроремонт,46.9,Казань,5,2,5,Панельный,1970,6199992.399999999
Евроремонт,45.2,Казань,4,2,5,Панельный,1970,6099966.0
Евроремонт,44.0,Казань,4,2,5,Кирпичный,1960,6050000.0
Евроремонт,42.9,Казань,5,2,5,Панельный,1966,5749972.8
Евроремонт,44.0,Казань,5,2,5,Панельный,1969,5856972.0
Евроремонт,45.5,Казань,5,2,5,Панельный,1974,5849980.5
Евроремонт,33.0,Казань,6,1,9,Кирпичный,2021,7298973.0
Евроремонт,50.3,Казань,1,2,5,Панельный,1986,5849990.6
Евроремонт,40.9,Казань,2,2,5,Кирпичный,1969,5399986.1
Евроремонт,48.0,Казань,2,2,2,Кирпичный,1977,5049984.0
Евроремонт,35.0,Казань,10,1,11,Кирпичный,2011,6699980.0
Евроремонт,41.1,Казань,5,1,10,Панельный,2002,6599961.3
Евроремонт,37.0,Казань,10,1,20,Кирпичный,2021,6199979.0
Евроремонт,43.0,Казань,7,1,16,Кирпичный,2011,6349982.0
Евроремонт,23.7,Казань,1,1,19,Монолитный,2018,5999986.8
Евроремонт,43.0,Казань,7,0,16,Кирпичный,2011,6349982.0
Евроремонт,38.9,Казань,4,1,10,Кирпично-монолитный,2020,6649993.899999999
Евроремонт,35.3,Казань,18,1,19,Кирпичный,2022,5499987.1
Евроремонт,35.0,Казань,19,1,20,Кирпичный,2020,5399975.0
Евроремонт,25.6,Казань,7,0,17,Монолитный,2019,4949990.4
Евроремонт,35.1,Казань,18,1,20,Монолитный,2021,5389991.100000001
Евроремонт,28.4,Казань,11,1,23,Кирпичный,2019,5599997.199999999
Евроремонт,30.0,Казань,12,0,25,Монолитный,2022,5599980.0
Евроремонт,30.0,Казань,9,0,25,Кирпично-монолитный,2018,5199990.0
Евроремонт,33.06,Казань,3,1,9,Панельный,1983,6299979.720000001
Евроремонт,38.0,Казань,2,1,12,Монолитный,2018,6270000.0
Евроремонт,42.6,Казань,14,1,19,Кирпичный,2019,6899964.600000001
Евроремонт,35.0,Казань,7,1,11,Кирпичный,2021,7189980.0
Евроремонт,33.0,Казань,14,1,19,Кирпичный,2021,6998970.0
Евроремонт,38.5,Казань,14,1,18,Кирпичный,2010,6989983.0
Евроремонт,31.1,Казань,19,1,19,Панельный,2018,6299989.2
Евроремонт,35.85,Казань,18,1,19,Монолитный,2022,6049974.3
Евроремонт,36.7,Казань,11,1,16,Кирпичный,2012,6299995.4
Евроремонт,34.4,Казань,7,1,25,Кирпичный,2022,5998981.6
Евроремонт,45.8,Казань,7,1,12,Иные,2015,7169990.0
Евроремонт,34.59,Казань,2,1,9,Кирпично-монолитный,2022,6699979.23
Евроремонт,40.0,Казань,2,1,9,Кирпично-монолитный,2019,6600000.0
Евроремонт,39.0,Казань,3,1,9,Панельный,1976,6999993.0
Евроремонт,25.0,Казань,17,1,25,Монолитный,2022,6250000.0
Евроремонт,39.0,Казань,1,1,9,Кирпичный,2021,6449976.0
Евроремонт,38.0,Казань,13,1,18,Кирпичный,2017,6349990.0
Евроремонт,45.2,Казань,1,1,21,Кирпичный,2021,7098976.4
Евроремонт,34.0,Казань,10,1,25,Монолитный,2022,6800000.0
Евроремонт,44.0,Казань,17,1,19,Монолитный,2018,6799980.0
Евроремонт,44.6,Казань,11,1,17,Кирпично-монолитный,2015,7099963.2
Евроремонт,34.5,Казань,7,1,20,Кирпичный,2023,7099996.5
Евроремонт,32.0,Казань,8,0,25,Монолитно-кирпичный,2021,7200000.0
Евроремонт,49.8,Казань,9,1,12,Кирпичный,2014,7599978.0
Евроремонт,37.0,Казань,14,1,18,Кирпично-монолитный,2023,7499974.0
Евроремонт,33.4,Казань,3,1,10,Панельный,2006,6999972.0
Евроремонт,42.6,Казань,7,1,9,Монолитный,2014,7199996.4
Евроремонт,42.0,Казань,8,1,10,Кирпичный,2010,7599984.0
Евроремонт,39.0,Новосибирск,7,1,10,Панельный,2019,2949999.0
Евроремонт,21.64,Новосибирск,4,0,10,Панельный,2020,2599981.08
Евроремонт,34.5,Казань,18,1,24,Кирпичный,2019,7389969.0
Евроремонт,32.5,Новосибирск,4,0,10,Панельный,2017,2979990.0
Евроремонт,39.2,Новосибирск,5,0,10,Панельный,2019,2929964.8000000003
Евроремонт,41.5,Казань,17,1,20,Монолитный,2013,7959990.5
Евроремонт,38.0,Казань,2,1,24,Кирпичный,2021,7999988.0
Евроремонт,30.0,Новосибирск,4,1,9,Панельный,1989,3099990.0
Евроремонт,38.5,Казань,6,1,24,Монолитно-кирпичный,2022,7799984.5
Евроремонт,33.0,Новосибирск,2,0,10,Панельный,2011,3079989.0
Евроремонт,35.7,Казань,2,1,18,Кирпичный,2020,7489967.100000001
Евроремонт,43.9,Казань,2,1,9,Кирпичный,2009,7299999.3
Евроремонт,35.1,Казань,3,1,19,Кирпично-монолитный,2023,8199991.800000001
Евроремонт,52.1,Казань,2,1,10,Кирпичный,2011,7099979.600000001
Евроремонт,41.8,Казань,3,1,9,Кирпичный,2021,7299993.8
Евроремонт,29.7,Новосибирск,8,1,17,Монолитный,2011,2989988.1
Евроремонт,30.0,Новосибирск,8,0,17,Монолитный,2014,3000000.0
Евроремонт,27.0,Новосибирск,26,0,26,Кирпично-монолитный,2021,2700000.0
Евроремонт,22.0,Новосибирск,9,0,17,Панельный,2016,2589994.0
Евроремонт,24.9,Новосибирск,6,0,17,Панельный,2015,2649982.5
Евроремонт,32.0,Новосибирск,1,0,10,Панельный,2019,2860000.0
Евроремонт,22.7,Новосибирск,6,0,17,Монолитный,2017,2699983.4
Евроремонт,15.8,Москва,3,1,5,Кирпичный,1971,6299997.2
Евроремонт,13.2,Москва,3,1,5,Кирпичный,1962,6499996.8
Евроремонт,17.0,Москва,3,1,5,Кирпичный,1962,5899986.0
Евроремонт,24.2,Москва,4,0,4,Кирпичный,1904,6479985.6
Евроремонт,20.0,Москва,3,0,3,Кирпичный,1912,6409260.0
Евроремонт,19.2,Москва,1,0,3,Кирпичный,1912,6346982.399999999
Евроремонт,14.0,Москва,8,0,16,Панельный,1981,5999994.0
Евроремонт,16.0,Москва,4,0,6,Кирпичный,1970,5500000.0
Евроремонт,19.5,Москва,2,0,4,Кирпичный,1970,5745109.5
Евроремонт,18.0,Москва,1,0,8,Кирпичный,1964,5699988.0
Евроремонт,14.2,Москва,3,0,3,Монолитный,1967,5299993.8
Евроремонт,17.0,Москва,1,0,5,Кирпичный,1959,5499993.0
Евроремонт,15.0,Москва,2,0,5,Кирпичный,1952,5199990.0
Евроремонт,14.2,Москва,3,0,3,Кирпичный,1967,5199997.399999999
Евроремонт,15.7,Москва,3,0,3,Кирпичный,1967,4998989.899999999
Евроремонт,19.2,Москва,2,0,5,Кирпичный,1963,5599987.2
Евроремонт,13.4,Москва,3,0,3,Кирпичный,2022,4999995.600000001
Евроремонт,14.0,Москва,2,0,5,Панельный,1967,4949994.0
Евроремонт,17.0,Москва,1,0,8,Кирпично-монолитный,2022,4849998.0
Евроремонт,13.0,Москва,1,0,4,Кирпичный,1800,4799990.0
Евроремонт,15.6,Москва,1,0,3,Кирпичный,1953,4699999.2
Евроремонт,20.0,Москва,2,0,2,Кирпичный,1967,4700000.0
Евроремонт,16.9,Москва,2,0,4,Кирпичный,1971,4499996.8
Евроремонт,11.7,Москва,2,1,6,Кирпичный,1983,4649989.5
Евроремонт,15.0,Москва,2,1,6,Кирпичный,1983,4650000.0
Евроремонт,11.6,Москва,1,1,2,Кирпичный,1967,4229998.0
Евроремонт,11.8,Москва,1,0,3,Кирпичный,1953,4099992.6
Евроремонт,16.3,Москва,4,1,5,Кирпичный,1954,4238000.0
Евроремонт,14.0,Москва,1,0,4,Блочный,1958,3999996.0
Евроремонт,10.9,Москва,2,0,5,Кирпичный,1967,3599997.5
Евроремонт,10.6,Москва,3,0,6,Кирпичный,1983,3849994.1999999997
Евроремонт,13.0,Москва,3,1,4,Кирпичный,1961,3719989.0
Евроремонт,11.7,Москва,3,0,5,Кирпичный,1983,3417991.1999999997
Евроремонт,13.2,Москва,3,1,4,Блочный,1961,3499993.1999999997
Евроремонт,13.2,Москва,3,1,4,Кирпичный,1983,3239992.8
Евроремонт,12.0,Москва,3,1,4,Блочный,1961,3240000.0
Евроремонт,11.2,Москва,3,1,3,Монолитный,1983,3249993.5999999996
Евроремонт,17.2,Москва,2,0,4,Кирпичный,1983,2889995.6
Евроремонт,17.3,Москва,1,0,5,Кирпичный,1953,2999993.0
Евроремонт,15.0,Москва,2,0,5,Кирпичный,1970,3000000.0
Евроремонт,15.0,Москва,1,0,14,Панельный,1970,5199990.0
Евроремонт,20.0,Москва,1,1,6,Кирпичный,1950,9400000.0
Евроремонт,19.6,Москва,1,0,5,Кирпичный,1959,3799989.2
Евроремонт,18.8,Москва,1,0,3,Кирпичный,1958,3349990.8000000003
Евроремонт,22.0,Москва,1,0,3,Кирпичный,1958,3399990.0
Евроремонт,21.5,Москва,1,0,3,Кирпичный,1988,3399988.5
Евроремонт,15.6,Москва,1,0,9,Панельный,1968,4399995.6
Евроремонт,12.0,Москва,1,0,9,Панельный,1969,3949992.0
Евроремонт,10.6,Москва,1,0,9,Иные,1968,3499992.8
Евроремонт,10.6,Москва,1,0,9,Панельный,1968,3499992.8
Евроремонт,10.6,Москва,1,0,9,Панельный,1968,3399992.4
Евроремонт,11.7,Москва,1,0,9,Панельный,1967,3799996.1999999997
Евроремонт,15.6,Москва,1,0,9,Панельный,1968,4399995.6
Евроремонт,12.0,Москва,1,0,9,Панельный,1967,3799992.0
Евроремонт,16.4,Москва,1,0,9,Панельный,1972,4299998.0
Евроремонт,16.0,Москва,1,0,9,Панельный,1975,4900000.0
Евроремонт,14.4,Москва,1,0,5,Кирпичный,1929,4199990.4
Евроремонт,11.6,Москва,1,0,9,Панельный,1968,3899989.6
Евроремонт,11.5,Москва,2,0,10,Панельный,1970,3649996.5
Евроремонт,11.5,Москва,2,0,9,Блочный,1972,3649996.5
Евроремонт,11.0,Москва,2,0,6,Кирпичный,1928,3849890.0
Евроремонт,15.5,Москва,1,0,9,Панельный,1975,4899999.5
Евроремонт,16.3,Москва,1,0,9,Панельный,1968,4649998.8
Евроремонт,12.0,Москва,2,0,5,Панельный,1970,3459996.0
Евроремонт,19.0,Москва,1,0,5,Кирпичный,1959,3610000.0
Евроремонт,32.7,Москва,1,1,9,Монолитный,1968,8999988.3
Евроремонт,34.0,Москва,8,1,9,Панельный,1973,8799982.0
Евроремонт,19.1,Москва,4,1,4,Панельный,1964,7999996.800000001
Евроремонт,15.9,Москва,2,0,2,Кирпичный,1967,7399987.2
Евроремонт,10.5,Москва,1,0,4,Кирпичный,1925,7499992.5
Евроремонт,23.5,Москва,2,0,12,Кирпичный,1964,7809003.0
Евроремонт,15.7,Москва,7,0,8,Панельный,1983,7249993.1
Евроремонт,13.2,Москва,2,0,12,Кирпичный,1964,7473510.0
Евроремонт,21.4,Москва,1,0,8,Кирпичный,1983,7199987.199999999
Евроремонт,18.0,Москва,2,0,12,Панельный,1964,7200000.0
Евроремонт,18.8,Москва,5,0,14,Монолитный,2021,7199986.4
Евроремонт,22.7,Москва,1,0,5,Кирпичный,1956,6999999.0
Евроремонт,18.9,Москва,4,0,4,Панельный,1964,6849983.699999999
Евроремонт,18.6,Москва,3,0,5,Кирпичный,2019,6999998.4
Евроремонт,18.0,Москва,5,0,5,Кирпичный,1957,6699996.0
Евроремонт,19.5,Москва,6,0,6,Кирпичный,1953,6649987.5
Евроремонт,20.0,Москва,3,0,5,Кирпичный,1957,6700000.0
Евроремонт,18.1,Москва,3,0,5,Кирпичный,1957,6699986.500000001
Евроремонт,20.8,Москва,4,0,4,Кирпичный,1965,6497982.4
Евроремонт,18.0,Москва,5,0,6,Кирпичный,1955,6499998.0
Евроремонт,15.0,Москва,1,0,5,Кирпичный,1952,6499995.0
Евроремонт,13.8,Москва,3,0,5,Кирпичный,1963,6249992.4
Евроремонт,27.0,Москва,4,0,6,Монолитный,2016,6999993.0
Евроремонт,14.1,Москва,3,0,3,Блочный,1966,6199995.6
Евроремонт,18.4,Москва,3,0,5,Кирпичный,1955,6199990.399999999
Евроремонт,14.6,Москва,4,0,5,Кирпичный,1962,5799996.0
Евроремонт,12.0,Москва,5,0,6,Панельный,1962,5899992.0
Евроремонт,17.0,Москва,5,0,5,Кирпичный,1955,5989984.0
Евроремонт,15.0,Москва,1,0,5,Блочный,1958,5899995.0
Евроремонт,20.0,Москва,2,0,5,Кирпичный,1957,5700000.0
Евроремонт,19.2,Москва,3,0,6,Кирпичный,1955,6900000.0
Евроремонт,17.0,Москва,3,0,8,Кирпичный,1983,7199993.0
Евроремонт,21.0,Москва,2,1,2,Кирпичный,1967,6999993.0
Евроремонт,17.6,Москва,2,0,12,Кирпичный,1964,6499996.800000001
Евроремонт,12.1,Москва,2,0,12,Кирпичный,1964,6470450.8
Евроремонт,12.1,Москва,2,0,12,Кирпичный,1964,6469446.5
Евроремонт,20.3,Москва,3,0,16,Панельный,1980,6299983.2
Евроремонт,17.6,Москва,4,0,9,Панельный,1971,6717990.4
Евроремонт,12.7,Москва,9,0,9,Панельный,1980,5989993.1
Евроремонт,17.0,Москва,5,0,10,Блочный,1973,6149988.0
Евроремонт,19.9,Москва,3,0,22,Панельный,1980,6644490.6
Евроремонт,16.4,Москва,4,0,22,Панельный,1980,6699990.399999999
Евроремонт,20.7,Москва,4,0,22,Панельный,1980,6649999.2
Евроремонт,17.7,Москва,3,0,22,Панельный,1980,6599993.7
Евроремонт,20.5,Москва,5,0,22,Панельный,1980,6491981.0
Евроремонт,17.8,Москва,5,0,22,Панельный,1980,6413998.600000001
Евроремонт,18.0,Москва,5,0,9,Панельный,1978,5899986.0
Евроремонт,16.8,Москва,3,0,22,Панельный,1980,6019994.4
Евроремонт,15.0,Москва,7,0,22,Блочный,1982,6199995.0
Евроремонт,14.6,Москва,4,0,9,Панельный,1971,6299987.6
Евроремонт,14.0,Москва,10,1,10,Кирпичный,1986,6667990.0
Евроремонт,17.7,Москва,4,0,22,Панельный,1980,6099986.399999999
Евроремонт,16.0,Москва,9,0,9,Монолитный,1956,5700000.0
Евроремонт,15.0,Москва,1,0,9,Кирпичный,1978,6199995.0
Евроремонт,17.0,Москва,2,1,5,Панельный,1970,5869998.0
Евроремонт,22.2,Москва,1,0,7,Кирпичный,1989,5602458.6
Евроремонт,14.9,Москва,8,0,9,Панельный,1973,6109000.0
Евроремонт,20.0,Москва,5,0,6,Кирпичный,1970,6000000.0
Евроремонт,32.0,Москва,2,0,2,Монолитный,1980,6000000.0
Евроремонт,20.0,Москва,4,0,4,Панельный,1975,5800000.0
Евроремонт,16.0,Москва,1,0,5,Кирпичный,1971,6000000.0
Евроремонт,29.8,Москва,1,1,9,Панельный,1980,6369988.4
Евроремонт,16.4,Москва,3,0,5,Панельный,1970,6399985.199999999
Евроремонт,19.2,Москва,1,0,5,Кирпичный,1959,5989996.8
Евроремонт,16.0,Москва,2,0,9,Панельный,1970,5700000.0
Евроремонт,18.3,Москва,1,0,14,Железобетон,1978,5920050.0
Евроремонт,19.9,Москва,1,0,12,Панельный,1973,5698981.899999999
Евроремонт,11.6,Москва,3,0,9,Кирпично-монолитный,1973,5649988.8
Евроремонт,16.8,Москва,1,0,9,Панельный,1977,5499984.0
Евроремонт,17.0,Москва,1,0,9,Панельный,1977,5499993.0
Евроремонт,15.3,Москва,8,0,22,Панельный,1980,6029990.100000001
Евроремонт,16.3,Москва,4,0,22,Панельный,1980,5899996.9
Евроремонт,20.0,Москва,3,0,5,Кирпичный,1970,5500000.0
Евроремонт,14.3,Москва,4,0,22,Панельный,1980,5899994.100000001
Евроремонт,25.0,Москва,8,0,10,Монолитный,1987,6810000.0
Евроремонт,19.3,Москва,3,1,22,Панельный,1980,6819983.100000001
Евроремонт,19.3,Москва,3,0,22,Панельный,1980,6819983.100000001
Евроремонт,19.5,Москва,4,0,9,Панельный,1973,6825000.0
Евроремонт,20.6,Москва,1,0,5,Кирпичный,1959,6799998.2
Евроремонт,19.5,Москва,3,0,10,Монолитный,1975,6799981.5
Евроремонт,16.0,Москва,3,0,5,Кирпичный,1971,6390000.0
Евроремонт,16.6,Москва,4,0,6,Кирпичный,1970,6499995.600000001
Евроремонт,28.0,Москва,1,0,7,Кирпичный,1956,6798988.0
Евроремонт,18.2,Москва,4,0,9,Панельный,1974,7699983.199999999
Евроремонт,37.3,Москва,4,1,9,Панельный,1980,7979999.3
Евроремонт,19.3,Москва,6,0,6,Кирпичный,1953,6299983.2
Евроремонт,17.0,Москва,8,0,10,Монолитный,1987,7259986.0
Евроремонт,14.7,Москва,2,0,4,Кирпичный,1936,7499998.8
Евроремонт,15.0,Москва,4,0,4,Кирпичный,1939,7479540.0
Евроремонт,27.1,Москва,6,0,6,Кирпичный,1953,5728479.300000001
Евроремонт,17.5,Москва,6,0,6,Кирпичный,1953,5950000.0
Евроремонт,16.2,Москва,5,1,6,Кирпичный,1963,5699986.2
Евроремонт,18.1,Москва,5,0,5,Кирпичный,1956,5499992.7
Евроремонт,20.0,Москва,1,1,5,Кирпичный,1929,4999000.0
Евроремонт,15.9,Москва,4,0,5,Кирпичный,1958,4849992.9
Евроремонт,15.0,Москва,3,0,6,Кирпичный,1983,4650000.0
Евроремонт,12.9,Москва,1,0,5,Кирпичный,1960,4957998.9
Евроремонт,24.7,Москва,6,0,6,Кирпичный,1953,4598991.8
Евроремонт,24.0,Москва,6,1,6,Кирпичный,1953,4599000.0
Евроремонт,15.8,Москва,5,0,5,Кирпичный,1958,4552485.600000001
Евроремонт,16.2,Москва,1,0,9,Кирпичный,1966,4849988.399999999
Евроремонт,10.5,Москва,3,0,3,Кирпичный,1912,4547991.0
Евроремонт,10.5,Москва,3,0,3,Кирпичный,1912,4644496.5
Евроремонт,10.5,Москва,3,0,3,Кирпичный,1912,4644486.0
Евроремонт,16.2,Москва,1,0,9,Кирпичный,1966,4849988.399999999
Евроремонт,15.0,Москва,1,0,5,Блочный,1958,5250000.0
Евроремонт,18.9,Москва,6,0,6,Кирпичный,2015,5549985.0
Евроремонт,18.0,Москва,4,0,5,Кирпичный,1955,7200000.0
Евроремонт,20.0,Москва,8,0,10,Монолитный,1987,6960000.0
Евроремонт,14.9,Москва,5,0,5,Кирпичный,1955,6999990.2
Евроремонт,16.5,Москва,6,0,6,Кирпичный,1953,6049989.0
Евроремонт,26.1,Москва,2,1,10,Монолитный,1975,7779992.4
Евроремонт,26.8,Москва,8,1,9,Панельный,1980,7599997.600000001
Евроремонт,22.0,Москва,2,1,3,Кирпичный,1917,7499998.0
Евроремонт,20.0,Москва,4,1,4,Кирпично-монолитный,1956,7600000.0
Евроремонт,17.2,Москва,3,1,5,Кирпичный,1963,7499991.199999999
Евроремонт,18.0,Москва,2,0,9,Кирпичный,1978,7149996.0
Евроремонт,21.8,Москва,1,0,14,Железобетон,1978,7041400.0
Евроремонт,19.5,Москва,3,0,9,Панельный,1971,7024992.0
Евроремонт,14.1,Москва,1,1,3,Кирпичный,2022,7099998.6
Евроремонт,17.5,Москва,2,0,5,Кирпичный,1963,7499992.5
Евроремонт,20.5,Москва,3,0,22,Панельный,1980,6949992.0
Евроремонт,20.8,Москва,3,0,3,Кирпичный,2022,6991379.2
Евроремонт,19.4,Москва,5,0,22,Панельный,1980,6958993.399999999
Евроремонт,19.4,Москва,4,0,22,Панельный,1980,6799990.999999999
Евроремонт,19.2,Москва,1,0,3,Кирпичный,2022,6347731.2
Евроремонт,18.7,Москва,3,0,3,Кирпичный,2022,6406582.6
Евроремонт,28.0,Москва,4,0,5,Кирпичный,1954,7799988.0
Евроремонт,25.3,Москва,4,0,4,Кирпичный,1965,7599993.5
Евроремонт,26.1,Москва,8,1,9,Панельный,1973,8389975.5
Евроремонт,32.0,Москва,1,1,9,Железобетон,1980,8000000.0
Евроремонт,26.4,Москва,10,1,11,Панельный,1976,8299975.199999999
Евроремонт,32.7,Москва,8,1,9,Панельный,1972,8299979.4
Евроремонт,21.0,Москва,2,1,5,Кирпичный,1968,8199996.0
Евроремонт,20.0,Москва,4,0,4,Кирпичный,1956,7600000.0
Евроремонт,31.8,Москва,2,1,5,Блочный,1966,7999989.600000001
Евроремонт,16.5,Москва,5,1,7,Кирпичный,1957,8499991.5
Евроремонт,17.5,Москва,3,0,5,Кирпичный,1962,7989992.5
Евроремонт,16.5,Москва,5,0,8,Кирпичный,1957,8199988.5
Евроремонт,15.3,Москва,2,0,4,Кирпичный,1968,7988986.800000001
Евроремонт,19.9,Москва,2,1,5,Блочный,1964,8299991.499999999
Евроремонт,27.9,Москва,1,0,5,Панельный,1957,7949993.399999999
Евроремонт,25.0,Москва,3,0,9,Блочный,1976,8500000.0
Евроремонт,19.0,Москва,3,0,15,Панельный,1973,7799994.0
Евроремонт,24.1,Москва,1,0,14,Железобетон,1978,7637482.800000001
Евроремонт,21.9,Москва,5,0,9,Панельный,1971,7645990.8
Евроремонт,20.6,Москва,6,0,22,Панельный,1980,7339986.000000001
Евроремонт,20.7,Москва,4,0,22,Панельный,1980,7099996.5
Евроремонт,17.6,Москва,3,0,22,Панельный,1980,7049996.800000001
Евроремонт,27.9,Москва,1,0,5,Кирпичный,1957,7749978.3
Евроремонт,32.5,Москва,9,1,9,Железобетон,1971,8749975.0
Евроремонт,19.4,Москва,4,0,5,Кирпичный,1955,8499993.6
Евроремонт,32.8,Москва,2,1,9,Панельный,1972,8499988.799999999
Евроремонт,36.0,Москва,3,1,9,Панельный,1973,8699976.0
Евроремонт,35.1,Москва,4,1,9,Панельный,1976,8549973.9
Евроремонт,33.0,Москва,3,1,9,Панельный,1971,8899968.0
Евроремонт,29.5,Москва,3,1,9,Кирпичный,1974,8599987.5
Евроремонт,33.2,Москва,1,1,9,Панельный,1970,8399998.4
Евроремонт,31.1,Москва,4,1,5,Кирпичный,1967,8999997.9
Евроремонт,19.7,Москва,7,0,23,Монолитный,2023,8149988.5
Евроремонт,19.7,Москва,10,0,25,Монолитный,2024,7699981.399999999
Евроремонт,27.0,Москва,1,0,9,Панельный,1971,7999992.0
Евроремонт,25.0,Москва,15,0,15,Монолитный,2019,7700000.0
Евроремонт,22.0,поселение Сосенское,14,0,16,Монолитный,2023,7649994.0
Евроремонт,19.9,Москва,13,0,23,Монолитный,2022,7199999.1
Евроремонт,25.5,Москва,2,0,18,Монолитный,2023,7999987.5
Евроремонт,22.0,Москва,7,0,17,Панельный,2023,7700000.0
Евроремонт,33.4,Москва,9,1,9,Панельный,1970,8999997.4
Евроремонт,20.0,Москва,13,0,33,Монолитный,2022,7500000.0
Евроремонт,19.9,Москва,12,0,23,Монолитный,2022,7199999.1
Евроремонт,36.0,Москва,2,1,6,Панельный,2019,8499996.0
Евроремонт,20.0,Москва,17,0,32,Монолитный,2022,7950000.0
Евроремонт,20.1,Москва,23,0,33,Монолитный,2022,8299993.500000001
Евроремонт,22.0,Москва,3,0,22,Монолитный,2023,8299984.0
Евроремонт,19.6,Москва,15,0,25,Панельный,2021,7799996.4
Евроремонт,26.2,Москва,16,0,23,Монолитный,2024,8299976.6
Евроремонт,19.7,Москва,19,0,25,Панельный,2021,7999992.699999999
Евроремонт,20.0,Москва,17,0,24,Кирпично-монолитный,2022,8290000.0
Евроремонт,34.4,Москва,3,1,5,Кирпичный,1960,9199970.4
Евроремонт,32.3,Москва,2,1,9,Кирпичный,1971,9199976.7
Евроремонт,23.1,Москва,2,1,14,Панельный,1972,8899991.1
Евроремонт,36.5,Москва,1,1,9,Блочный,1972,9099997.5
Евроремонт,30.0,Москва,1,1,5,Кирпичный,1964,9000000.0
Евроремонт,17.2,Москва,3,1,10,Монолитный,2017,8600000.0
Евроремонт,16.7,Москва,2,0,7,Кирпично-монолитный,2020,8499999.4
Евроремонт,28.6,Москва,2,0,4,Кирпичный,1890,8557692.0
Евроремонт,21.1,Москва,2,0,2,Кирпичный,1967,8699994.200000001
Евроремонт,30.0,Москва,3,0,3,Кирпичный,1954,8700000.0
Евроремонт,25.0,Москва,23,0,25,Монолитный,2020,8400000.0
Евроремонт,20.0,Москва,10,0,25,Панельный,2019,8300000.0
Евроремонт,21.1,Москва,1,0,2,Кирпичный,1972,8499987.3
Евроремонт,30.0,Москва,2,1,9,Кирпичный,1969,9499980.0
Евроремонт,35.1,Москва,2,1,12,Блочный,1970,9299990.700000001
Евроремонт,35.0,Москва,3,1,9,Панельный,1966,9349970.0
Евроремонт,32.0,Москва,5,1,8,Блочный,1982,9249984.0
Евроремонт,36.0,Москва,1,1,6,Кирпичный,1953,9199980.0
Евроремонт,26.4,Москва,1,1,5,Кирпичный,1963,9299980.799999999
Евроремонт,32.0,Москва,2,1,9,Панельный,1963,9249984.0
Евроремонт,18.5,Москва,3,0,11,Монолитный,2021,9199994.5
Евроремонт,22.5,Москва,1,0,5,Кирпичный,1963,9299992.5
Евроремонт,27.0,Москва,4,1,25,Монолитный,2023,9248985.0
Евроремонт,20.0,Москва,27,0,33,Монолитный,2023,8699000.0
Евроремонт,21.6,Москва,21,0,21,Монолитный,2023,8499988.8
Евроремонт,15.8,Москва,4,0,4,Кирпичный,2022,8799999.6
Евроремонт,23.7,Москва,1,0,4,Кирпичный,2022,8599995.299999999
Евроремонт,17.7,Москва,4,0,9,Кирпичный,1977,8752986.299999999
Евроремонт,27.0,Москва,8,0,16,Монолитный,2018,8999991.0
Евроремонт,29.3,Москва,14,0,25,Монолитный,2022,8699990.4
Евроремонт,38.9,Москва,15,0,16,Панельный,1980,8299976.3
Евроремонт,26.1,Москва,7,0,8,Кирпичный,2021,8998992.9
Евроремонт,10.7,Москва,1,0,9,Кирпичный,1969,3349998.8
Евроремонт,11.7,Москва,2,0,4,Кирпичный,1983,3749990.4
Евроремонт,11.5,Москва,1,0,9,Панельный,1970,3649996.5
Евроремонт,15.0,Москва,3,0,5,Кирпичный,1983,4650000.0
Евроремонт,15.0,Москва,3,0,6,Панельный,1983,4099995.0
Евроремонт,13.1,Москва,3,0,6,Кирпичный,1983,4032992.1999999997
Евроремонт,15.0,Москва,3,0,6,Блочный,1961,3949995.0
Евроремонт,19.2,Москва,4,0,6,Кирпичный,1963,5499993.6
Евроремонт,20.0,Москва,1,0,4,Блочный,1958,5600000.0
Евроремонт,13.0,Москва,2,0,4,Кирпичный,1917,5899998.0
Евроремонт,15.7,Москва,2,0,4,Кирпичный,1890,5900279.8
Евроремонт,19.2,Москва,2,0,3,Кирпичный,1912,6158553.6
Евроремонт,20.0,Москва,1,0,3,Кирпичный,1912,6307760.0
Евроремонт,17.1,Москва,2,0,3,Кирпичный,1964,5899995.9
Евроремонт,19.2,Москва,2,1,3,Кирпичный,1912,6158553.6
Евроремонт,15.3,Москва,1,0,5,Кирпичный,1929,5499998.100000001
Евроремонт,16.8,Москва,2,0,3,Кирпичный,1912,5758552.8
Евроремонт,16.8,Москва,2,0,3,Кирпичный,2022,5758552.8
Евроремонт,15.0,Москва,1,1,5,Кирпичный,1958,5899995.0
Евроремонт,18.7,Москва,1,0,16,Монолитный,2020,5599995.5
Евроремонт,13.3,Москва,1,0,5,Кирпичный,1960,5299996.800000001
Евроремонт,22.2,Москва,1,0,6,Кирпичный,2022,5602480.8
Евроремонт,15.6,Москва,5,0,9,Панельный,1973,6318000.0
Евроремонт,18.0,Москва,5,0,6,Кирпичный,1957,6399990.0
Евроремонт,17.0,Москва,5,0,10,Блочный,1973,6299996.0
Евроремонт,25.3,Москва,2,0,10,Монолитный,2008,5692500.0
